index,scene_id,method,selection_signature,pose_reused,matches,inliers,inlier_ratio,epi_precision_1px,epi_precision_3px,rotation_error_deg,translation_error_deg,pose_error_deg,selection_ms,pose_ms,selector_target_ratio,selector_target_matches,selector_selected_matches,selector_mean_confidence,selector_coverage0,selector_coverage1,selector_selected_coverage0,selector_selected_coverage1,selector_rescued
288,scene0726_00,All,281b02b10f5f4997,False,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.0,0.23629999486729503,,,,,,,,,
288,scene0726_00,Top-95%,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.019700004486367106,0.0,,,,,,,,,
288,scene0726_00,Random-95%-seed17,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.05950001650489867,0.0,,,,,,,,,
288,scene0726_00,Random-95%-seed29,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.021499989088624716,0.0,,,,,,,,,
288,scene0726_00,Random-95%-seed41,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.015099998563528061,0.0,,,,,,,,,
288,scene0726_00,Grid-RR,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.06650001159869134,0.0,,,,,,,,,
288,scene0726_00,4D-ANMS,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.08250001701526344,0.0,,,,,,,,,
288,scene0726_00,Unconditional Spatial,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.06439999560825527,0.0,,,,,,,,,
288,scene0726_00,Single-View Conditional,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.10499998461455107,0.0,,,,,,,,,
288,scene0726_00,CSMR,281b02b10f5f4997,True,5,5,1.0,0.0,0.0,53.250279535464585,22.493145376627,53.250279535464585,0.07219999679364264,0.0,0.95,5,5,0.15699892342090607,0.25,0.25,0.25,0.25,0
289,scene0726_00,All,5f1c7b70e559b59f,False,58,13,0.22413793103448276,0.05172413793103448,0.1724137931034483,8.346110792319886,24.142253657842232,24.142253657842232,0.0,7.076599984429777,,,,,,,,,
289,scene0726_00,Top-95%,5f922d1331a330be,False,55,16,0.2909090909090909,0.05454545454545454,0.16363636363636364,12.098966901729927,21.72166298239705,21.72166298239705,0.020400009816512465,7.314199989195913,,,,,,,,,
289,scene0726_00,Random-95%-seed17,188071df01df9501,False,55,16,0.2909090909090909,0.05454545454545454,0.16363636363636364,5.66007988005615,11.350690098930171,11.350690098930171,0.0610999995842576,7.593699992867187,,,,,,,,,
289,scene0726_00,Random-95%-seed29,b05261b226b7140d,False,55,15,0.2727272727272727,0.05454545454545454,0.18181818181818182,5.824582630420657,14.580717650327253,14.580717650327253,0.024300010409206152,6.997499993303791,,,,,,,,,
289,scene0726_00,Random-95%-seed41,79199708e5041cc6,False,55,15,0.2727272727272727,0.05454545454545454,0.18181818181818182,5.824582630471305,14.580717650411144,14.580717650411144,0.017999991541728377,7.400500006042421,,,,,,,,,
289,scene0726_00,Grid-RR,1c00d600d6ce281f,False,55,17,0.3090909090909091,0.05454545454545454,0.12727272727272726,9.094448036106616,14.67248143499137,14.67248143499137,0.09800001862458885,6.7294999898876995,,,,,,,,,
289,scene0726_00,4D-ANMS,853581174716aa2d,False,55,16,0.2909090909090909,0.05454545454545454,0.18181818181818182,13.936917303629876,17.505097319381115,17.505097319381115,0.44010000419802964,6.947699992451817,,,,,,,,,
289,scene0726_00,Unconditional Spatial,5f922d1331a330be,True,55,16,0.2909090909090909,0.05454545454545454,0.16363636363636364,12.098966901729927,21.72166298239705,21.72166298239705,0.07780001033097506,0.0,,,,,,,,,
289,scene0726_00,Single-View Conditional,5f922d1331a330be,True,55,16,0.2909090909090909,0.05454545454545454,0.16363636363636364,12.098966901729927,21.72166298239705,21.72166298239705,0.089899986051023,0.0,,,,,,,,,
289,scene0726_00,CSMR,5f922d1331a330be,True,55,16,0.2909090909090909,0.05454545454545454,0.16363636363636364,12.098966901729927,21.72166298239705,21.72166298239705,0.07050001295283437,0.0,0.95,55,55,0.2554896805306961,0.625,0.625,0.625,0.625,0
290,scene0726_00,All,c8160ed519660b7b,False,80,16,0.2,0.0875,0.225,30.847834110598637,48.61991854229166,48.61991854229166,0.0,7.298599986825138,,,,,,,,,
290,scene0726_00,Top-95%,c2a254e17edd24c6,False,76,19,0.25,0.09210526315789473,0.2236842105263158,32.35950424478466,47.83520175223913,47.83520175223913,0.03920000744983554,10.106199973961338,,,,,,,,,
290,scene0726_00,Random-95%-seed17,5cbcd5b26f660b6b,False,76,17,0.2236842105263158,0.09210526315789473,0.23684210526315788,57.28207911144223,60.44520964094127,60.44520964094127,0.149200001033023,7.766700000502169,,,,,,,,,
290,scene0726_00,Random-95%-seed29,0add268adad93285,False,76,17,0.2236842105263158,0.07894736842105263,0.21052631578947367,14.794866894129955,23.802772376492264,23.802772376492264,0.07460001506842673,8.123900013742968,,,,,,,,,
290,scene0726_00,Random-95%-seed41,59f079f5c7696256,False,76,19,0.25,0.07894736842105263,0.21052631578947367,30.829775430170503,48.96415336857294,48.96415336857294,0.03580001066438854,8.262600022135302,,,,,,,,,
290,scene0726_00,Grid-RR,ad26b06d2709af01,False,76,19,0.25,0.09210526315789473,0.2236842105263158,50.739976986406695,83.3127385695935,83.3127385695935,0.12730000889860094,7.142299989936873,,,,,,,,,
290,scene0726_00,4D-ANMS,d6c3f14f650dd721,False,76,16,0.21052631578947367,0.09210526315789473,0.2236842105263158,135.68731004994385,51.20840154914552,135.68731004994385,0.6308000010903925,7.438700005877763,,,,,,,,,
290,scene0726_00,Unconditional Spatial,c2a254e17edd24c6,True,76,19,0.25,0.09210526315789473,0.2236842105263158,32.35950424478466,47.83520175223913,47.83520175223913,0.09090002276934683,0.0,,,,,,,,,
290,scene0726_00,Single-View Conditional,c2a254e17edd24c6,True,76,19,0.25,0.09210526315789473,0.2236842105263158,32.35950424478466,47.83520175223913,47.83520175223913,0.10379997547715902,0.0,,,,,,,,,
290,scene0726_00,CSMR,c2a254e17edd24c6,True,76,19,0.25,0.09210526315789473,0.2236842105263158,32.35950424478466,47.83520175223913,47.83520175223913,0.0720999960321933,0.0,0.95,76,76,0.2396312958560884,0.6875,0.75,0.6875,0.75,0
291,scene0726_00,All,fece8d601cd4c902,False,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.0,0.9385999874211848,,,,,,,,,
291,scene0726_00,Top-95%,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.018999999156221747,0.0,,,,,,,,,
291,scene0726_00,Random-95%-seed17,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.06009999196976423,0.0,,,,,,,,,
291,scene0726_00,Random-95%-seed29,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.023100001271814108,0.0,,,,,,,,,
291,scene0726_00,Random-95%-seed41,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.01650000922381878,0.0,,,,,,,,,
291,scene0726_00,Grid-RR,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.07399998139590025,0.0,,,,,,,,,
291,scene0726_00,4D-ANMS,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.10599999222904444,0.0,,,,,,,,,
291,scene0726_00,Unconditional Spatial,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.06010002107359469,0.0,,,,,,,,,
291,scene0726_00,Single-View Conditional,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.09329998283647001,0.0,,,,,,,,,
291,scene0726_00,CSMR,fece8d601cd4c902,True,8,6,0.75,0.0,0.0,116.11942663020281,13.754967036816513,116.11942663020281,0.0737000082153827,0.0,0.95,8,8,0.19057008437812328,0.25,0.375,0.25,0.375,0
292,scene0726_00,All,ccac2e3783be8b3f,False,195,81,0.4153846153846154,0.21025641025641026,0.6051282051282051,1.1323577398669804,3.296646422616468,3.296646422616468,0.0,12.288000027183443,,,,,,,,,
292,scene0726_00,Top-95%,782892403fdc6ee3,False,185,76,0.41081081081081083,0.21621621621621623,0.6108108108108108,1.7365136118393096,5.402318018256979,5.402318018256979,0.02540001878514886,12.539100018329918,,,,,,,,,
292,scene0726_00,Random-95%-seed17,96b1612386f72af9,False,185,74,0.4,0.21081081081081082,0.6054054054054054,1.512717978408337,4.788063807506483,4.788063807506483,0.06719998782500625,11.755500017898157,,,,,,,,,
292,scene0726_00,Random-95%-seed29,96f18c0c67ce961e,False,185,73,0.3945945945945946,0.2,0.6054054054054054,1.6432027457690004,5.198561759270549,5.198561759270549,0.029799994081258774,12.790399981895462,,,,,,,,,
292,scene0726_00,Random-95%-seed41,fe6a0433c0760985,False,185,70,0.3783783783783784,0.21081081081081082,0.6054054054054054,1.5048352342225002,4.757558598789379,4.757558598789379,0.02340000355616212,13.680700008990243,,,,,,,,,
292,scene0726_00,Grid-RR,64277f67d3c788fc,False,185,76,0.41081081081081083,0.21081081081081082,0.6054054054054054,1.1559619730904453,3.3373092676855887,3.3373092676855887,0.14999997802078724,11.950300016906112,,,,,,,,,
292,scene0726_00,4D-ANMS,1399d8ec491ef7ef,False,185,69,0.372972972972973,0.20540540540540542,0.6054054054054054,1.7489337432095549,5.439014223826685,5.439014223826685,2.09650001488626,13.496100000338629,,,,,,,,,
292,scene0726_00,Unconditional Spatial,782892403fdc6ee3,True,185,76,0.41081081081081083,0.21621621621621623,0.6108108108108108,1.7365136118393096,5.402318018256979,5.402318018256979,0.1650999765843153,0.0,,,,,,,,,
292,scene0726_00,Single-View Conditional,782892403fdc6ee3,True,185,76,0.41081081081081083,0.21621621621621623,0.6108108108108108,1.7365136118393096,5.402318018256979,5.402318018256979,0.11010002344846725,0.0,,,,,,,,,
292,scene0726_00,CSMR,782892403fdc6ee3,True,185,76,0.41081081081081083,0.21621621621621623,0.6108108108108108,1.7365136118393096,5.402318018256979,5.402318018256979,0.08599998545832932,0.0,0.95,185,185,0.6404579816338344,0.75,0.375,0.75,0.375,0
293,scene0726_00,All,241df3c0575d64eb,False,286,135,0.47202797202797203,0.24125874125874125,0.583916083916084,0.9414719793813796,1.1701763213900098,1.1701763213900098,0.0,16.314500011503696,,,,,,,,,
293,scene0726_00,Top-95%,a25c212b1fab1d2f,False,272,132,0.4852941176470588,0.24632352941176472,0.5955882352941176,0.8791190621971557,0.8790580708392955,0.8791190621971557,0.03090000245720148,16.334099986124784,,,,,,,,,
293,scene0726_00,Random-95%-seed17,eedce0364876367e,False,272,125,0.45955882352941174,0.24632352941176472,0.5772058823529411,0.49814325332650145,0.2607424567838364,0.49814325332650145,0.07510001887567341,16.045500000473112,,,,,,,,,
293,scene0726_00,Random-95%-seed29,2a9ffcc01d1bc4ab,False,272,127,0.46691176470588236,0.2426470588235294,0.5845588235294118,1.011481712473783,1.5191154237176268,1.5191154237176268,0.03809999907389283,17.02950001345016,,,,,,,,,
293,scene0726_00,Random-95%-seed41,fa45c43c9cdd481c,False,272,131,0.48161764705882354,0.23529411764705882,0.5735294117647058,0.9450715087778995,1.204429159296603,1.204429159296603,0.029799994081258774,15.389900014270097,,,,,,,,,
293,scene0726_00,Grid-RR,dca0ecca27031ea5,False,272,134,0.49264705882352944,0.2426470588235294,0.5808823529411765,0.9393983410961226,1.1487219436494296,1.1487219436494296,0.18450000789016485,13.677399983862415,,,,,,,,,
293,scene0726_00,4D-ANMS,845e3c049e8f5625,False,272,127,0.46691176470588236,0.2426470588235294,0.5698529411764706,0.9521472866846226,1.170318654095815,1.170318654095815,3.246599982958287,16.31550001911819,,,,,,,,,
293,scene0726_00,Unconditional Spatial,a25c212b1fab1d2f,True,272,132,0.4852941176470588,0.24632352941176472,0.5955882352941176,0.8791190621971557,0.8790580708392955,0.8791190621971557,0.2300000051036477,0.0,,,,,,,,,
293,scene0726_00,Single-View Conditional,a25c212b1fab1d2f,True,272,132,0.4852941176470588,0.24632352941176472,0.5955882352941176,0.8791190621971557,0.8790580708392955,0.8791190621971557,0.1289999927394092,0.0,,,,,,,,,
293,scene0726_00,CSMR,a25c212b1fab1d2f,True,272,132,0.4852941176470588,0.24632352941176472,0.5955882352941176,0.8791190621971557,0.8790580708392955,0.8791190621971557,0.10130001464858651,0.0,0.95,272,272,0.5026312593136217,0.6875,0.9375,0.6875,0.9375,0
294,scene0726_00,All,6f4a824231ea6479,False,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.0,6.484100013040006,,,,,,,,,
294,scene0726_00,Top-95%,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.020100007532164454,0.0,,,,,,,,,
294,scene0726_00,Random-95%-seed17,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.06369999027810991,0.0,,,,,,,,,
294,scene0726_00,Random-95%-seed29,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.02609999501146376,0.0,,,,,,,,,
294,scene0726_00,Random-95%-seed41,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.017799990018829703,0.0,,,,,,,,,
294,scene0726_00,Grid-RR,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.08110000635497272,0.0,,,,,,,,,
294,scene0726_00,4D-ANMS,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.20629999926313758,0.0,,,,,,,,,
294,scene0726_00,Unconditional Spatial,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.0678999931551516,0.0,,,,,,,,,
294,scene0726_00,Single-View Conditional,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.0968000094871968,0.0,,,,,,,,,
294,scene0726_00,CSMR,6f4a824231ea6479,True,19,7,0.3684210526315789,0.0,0.0,53.45932875239479,79.17588326955567,79.17588326955567,0.07589999586343765,0.0,0.95,19,19,0.1989408704011064,0.4375,0.4375,0.4375,0.4375,0
295,scene0726_00,All,89bec042b172bd3f,False,96,34,0.3541666666666667,0.11458333333333333,0.3020833333333333,16.841644416542188,17.017075042069287,17.017075042069287,0.0,8.656399993924424,,,,,,,,,
295,scene0726_00,Top-95%,b17d44236ccb6cac,False,91,33,0.3626373626373626,0.12087912087912088,0.3076923076923077,17.191119038150166,17.404643465950805,17.404643465950805,0.019400002202019095,9.296299976995215,,,,,,,,,
295,scene0726_00,Random-95%-seed17,663d958abd9412b6,False,91,31,0.34065934065934067,0.10989010989010989,0.2857142857142857,14.002710629935699,13.823654541758529,14.002710629935699,0.06320001557469368,8.772300003329292,,,,,,,,,
295,scene0726_00,Random-95%-seed29,542754c100cbe05b,False,91,33,0.3626373626373626,0.10989010989010989,0.2857142857142857,11.98338656379804,11.788974463738626,11.98338656379804,0.034100026823580265,8.450399996945634,,,,,,,,,
295,scene0726_00,Random-95%-seed41,d5febdf58d6c9529,False,91,31,0.34065934065934067,0.12087912087912088,0.3076923076923077,13.959572465169986,13.786677350435125,13.959572465169986,0.06080002640374005,9.370799991302192,,,,,,,,,
295,scene0726_00,Grid-RR,7d4764fbec9b5c79,False,91,37,0.4065934065934066,0.12087912087912088,0.3076923076923077,13.502801977533165,13.349629857531923,13.502801977533165,0.12550002429634333,10.420000005979091,,,,,,,,,
295,scene0726_00,4D-ANMS,16ed126e047429f3,False,91,31,0.34065934065934067,0.10989010989010989,0.2857142857142857,12.973785294605818,12.7536461855395,12.973785294605818,1.095100014936179,12.724300002446398,,,,,,,,,
295,scene0726_00,Unconditional Spatial,b17d44236ccb6cac,True,91,33,0.3626373626373626,0.12087912087912088,0.3076923076923077,17.191119038150166,17.404643465950805,17.404643465950805,0.13080000644549727,0.0,,,,,,,,,
295,scene0726_00,Single-View Conditional,b17d44236ccb6cac,True,91,33,0.3626373626373626,0.12087912087912088,0.3076923076923077,17.191119038150166,17.404643465950805,17.404643465950805,0.11380002251826227,0.0,,,,,,,,,
295,scene0726_00,CSMR,b17d44236ccb6cac,True,91,33,0.3626373626373626,0.12087912087912088,0.3076923076923077,17.191119038150166,17.404643465950805,17.404643465950805,0.07729997741989791,0.0,0.95,91,91,0.32000510006522137,0.5,0.3125,0.5,0.3125,0
296,scene0726_00,All,5c2ea4aa80cb3b88,False,244,125,0.5122950819672131,0.32786885245901637,0.8483606557377049,2.2857326835684386,18.526938177470818,18.526938177470818,0.0,16.553000023122877,,,,,,,,,
296,scene0726_00,Top-95%,2ea226068d594a7b,False,232,125,0.5387931034482759,0.3275862068965517,0.853448275862069,1.4770912978749153,12.113353619713136,12.113353619713136,0.026900001103058457,12.488800013670698,,,,,,,,,
296,scene0726_00,Random-95%-seed17,b779e5f8c8bf5cbd,False,232,128,0.5517241379310345,0.33189655172413796,0.8448275862068966,2.0955008269741877,16.6639002329108,16.6639002329108,0.07280000136233866,14.303100004326552,,,,,,,,,
296,scene0726_00,Random-95%-seed29,d3f6f7999062f8f2,False,232,122,0.5258620689655172,0.33620689655172414,0.8577586206896551,1.8826058736518214,15.056588484401598,15.056588484401598,0.03329999162815511,11.634599999524653,,,,,,,,,
296,scene0726_00,Random-95%-seed41,cad878c26735cda3,False,232,123,0.5301724137931034,0.34051724137931033,0.853448275862069,1.5982146447661274,12.865180689088028,12.865180689088028,0.023200002033263445,11.829600000055507,,,,,,,,,
296,scene0726_00,Grid-RR,c3954625fc5ef505,False,232,122,0.5258620689655172,0.3275862068965517,0.8491379310344828,2.084384221250827,16.48445921923201,16.48445921923201,0.15360000543296337,13.077700015855953,,,,,,,,,
296,scene0726_00,4D-ANMS,15845898d775d90e,False,232,117,0.5043103448275862,0.33189655172413796,0.853448275862069,2.0579301916050055,16.215491123522423,16.215491123522423,2.3554000072181225,18.38690001750365,,,,,,,,,
296,scene0726_00,Unconditional Spatial,2ea226068d594a7b,True,232,125,0.5387931034482759,0.3275862068965517,0.853448275862069,1.4770912978749153,12.113353619713136,12.113353619713136,0.1849000109359622,0.0,,,,,,,,,
296,scene0726_00,Single-View Conditional,2ea226068d594a7b,True,232,125,0.5387931034482759,0.3275862068965517,0.853448275862069,1.4770912978749153,12.113353619713136,12.113353619713136,0.10899998596869409,0.0,,,,,,,,,
296,scene0726_00,CSMR,2ea226068d594a7b,True,232,125,0.5387931034482759,0.3275862068965517,0.853448275862069,1.4770912978749153,12.113353619713136,12.113353619713136,0.08590001380071044,0.0,0.95,232,232,0.6806049755789706,0.8125,0.6875,0.8125,0.6875,0
297,scene0726_00,All,7a4644928f3a08db,False,64,28,0.4375,0.171875,0.515625,2.989703781473049,17.415457205993366,17.415457205993366,0.0,8.657400001538917,,,,,,,,,
297,scene0726_00,Top-95%,e0df2162b1d8a85e,False,61,29,0.47540983606557374,0.18032786885245902,0.5081967213114754,3.7591618622654956,15.217907540907216,15.217907540907216,0.018399994587525725,7.970400009071454,,,,,,,,,
297,scene0726_00,Random-95%-seed17,90f81a49cc46317c,False,61,27,0.4426229508196721,0.16393442622950818,0.4918032786885246,4.771898600826388,28.608234697103182,28.608234697103182,0.061400001868605614,9.291700000176206,,,,,,,,,
297,scene0726_00,Random-95%-seed29,4ce3a0da88f256b7,False,61,31,0.5081967213114754,0.16393442622950818,0.5081967213114754,4.994079314717644,28.884947482748945,28.884947482748945,0.02449998282827437,9.661799995228648,,,,,,,,,
297,scene0726_00,Random-95%-seed41,b4df4a1164d18db6,False,61,27,0.4426229508196721,0.18032786885245902,0.5081967213114754,2.9996743261019527,17.462017694630138,17.462017694630138,0.018499995348975062,8.799500006716698,,,,,,,,,
297,scene0726_00,Grid-RR,d28e085a28de42d7,False,61,29,0.47540983606557374,0.16393442622950818,0.4918032786885246,3.1264798265819027,18.685766558976002,18.685766558976002,0.09880002471618354,8.182699995813891,,,,,,,,,
297,scene0726_00,4D-ANMS,28448f4d3915c919,False,61,29,0.47540983606557374,0.18032786885245902,0.5081967213114754,2.987760117697652,17.41521769882119,17.41521769882119,0.47580001410096884,8.658799983095378,,,,,,,,,
297,scene0726_00,Unconditional Spatial,91d76956d67786dd,False,61,31,0.5081967213114754,0.16393442622950818,0.5081967213114754,4.995729773747942,28.876581857831198,28.876581857831198,0.079699995694682,8.713900024304166,,,,,,,,,
297,scene0726_00,Single-View Conditional,e0df2162b1d8a85e,True,61,29,0.47540983606557374,0.18032786885245902,0.5081967213114754,3.7591618622654956,15.217907540907216,15.217907540907216,0.09049999061971903,0.0,,,,,,,,,
297,scene0726_00,CSMR,91d76956d67786dd,True,61,31,0.5081967213114754,0.16393442622950818,0.5081967213114754,4.995729773747942,28.876581857831198,28.876581857831198,0.1036000030580908,0.0,0.95,61,61,0.6228810942266136,0.5,0.5625,0.5,0.5625,1
298,scene0726_00,All,fc78706e9c6f4dc4,False,141,84,0.5957446808510638,0.2695035460992908,0.5177304964539007,1.7483928985914563,28.823800500003514,28.823800500003514,0.0,6.231400009710342,,,,,,,,,
298,scene0726_00,Top-95%,a93b36c45fd45c44,False,134,87,0.6492537313432836,0.27611940298507465,0.5223880597014925,1.5400707029357454,27.05400096851432,27.05400096851432,0.023900007363408804,4.868300020461902,,,,,,,,,
298,scene0726_00,Random-95%-seed17,803ee776d78b3613,False,134,80,0.5970149253731343,0.26119402985074625,0.5149253731343284,1.6488820967719409,28.74453915129021,28.74453915129021,0.07229999755509198,6.285700015723705,,,,,,,,,
298,scene0726_00,Random-95%-seed29,cd8fa84e0680c26e,False,134,82,0.6119402985074627,0.26865671641791045,0.5223880597014925,1.2848114595728477,22.86610984827942,22.86610984827942,0.030399998649954796,4.761000018334016,,,,,,,,,
298,scene0726_00,Random-95%-seed41,0dce09346482eebe,False,134,86,0.6417910447761194,0.2835820895522388,0.5373134328358209,1.793645572191765,29.748696369915237,29.748696369915237,0.024100008886307478,3.870300017297268,,,,,,,,,
298,scene0726_00,Grid-RR,8672701a69087b46,False,134,86,0.6417910447761194,0.27611940298507465,0.5373134328358209,1.5880019052769976,27.624272900093487,27.624272900093487,0.13520001084543765,4.627499991329387,,,,,,,,,
298,scene0726_00,4D-ANMS,bc20589465dd2772,False,134,85,0.6343283582089553,0.26865671641791045,0.5149253731343284,1.6441902981368592,28.48791289793558,28.48791289793558,1.2439999845810235,4.6842000156175345,,,,,,,,,
298,scene0726_00,Unconditional Spatial,a93b36c45fd45c44,True,134,87,0.6492537313432836,0.27611940298507465,0.5223880597014925,1.5400707029357454,27.05400096851432,27.05400096851432,0.1416000013705343,0.0,,,,,,,,,
298,scene0726_00,Single-View Conditional,a93b36c45fd45c44,True,134,87,0.6492537313432836,0.27611940298507465,0.5223880597014925,1.5400707029357454,27.05400096851432,27.05400096851432,0.14150000060908496,0.0,,,,,,,,,
298,scene0726_00,CSMR,a93b36c45fd45c44,True,134,87,0.6492537313432836,0.27611940298507465,0.5223880597014925,1.5400707029357454,27.05400096851432,27.05400096851432,0.19610000890679657,0.0,0.95,134,134,0.7492652515887369,0.8125,0.75,0.8125,0.75,0
299,scene0726_00,All,dd9741c25b2485b4,False,174,68,0.39080459770114945,0.05747126436781609,0.29310344827586204,1.5854425033018338,0.5719216485098101,1.5854425033018338,0.0,9.966100013116375,,,,,,,,,
299,scene0726_00,Top-95%,be4d0602154df2ed,False,165,67,0.40606060606060607,0.05454545454545454,0.2909090909090909,1.5671731863009561,0.5136078261849245,1.5671731863009561,0.02859998494386673,9.190099983243272,,,,,,,,,
299,scene0726_00,Random-95%-seed17,bca76e714e8f79a7,False,165,70,0.42424242424242425,0.06060606060606061,0.3090909090909091,1.079656868692115,0.7510562446235333,1.079656868692115,0.07399998139590025,9.96530000702478,,,,,,,,,
299,scene0726_00,Random-95%-seed29,038f823ff29a24a1,False,165,71,0.4303030303030303,0.06060606060606061,0.28484848484848485,1.0538569616767568,2.057477165162837,2.057477165162837,0.03429999924264848,9.483999980147928,,,,,,,,,
299,scene0726_00,Random-95%-seed41,40a73d09ebb74aa0,False,165,68,0.4121212121212121,0.06060606060606061,0.296969696969697,1.1608788141895001,0.8775875723654196,1.1608788141895001,0.025899993488565087,9.253700001863763,,,,,,,,,
299,scene0726_00,Grid-RR,cf044f02c42a89c4,False,165,66,0.4,0.048484848484848485,0.296969696969697,1.5686132904652283,0.5228437382539903,1.5686132904652283,0.1595000212546438,9.814800025196746,,,,,,,,,
299,scene0726_00,4D-ANMS,3ac5935868c7d6d1,False,165,67,0.40606060606060607,0.05454545454545454,0.28484848484848485,1.3063297851774769,1.748763293375476,1.748763293375476,1.9725000020116568,9.748200012836605,,,,,,,,,
299,scene0726_00,Unconditional Spatial,be4d0602154df2ed,True,165,67,0.40606060606060607,0.05454545454545454,0.2909090909090909,1.5671731863009561,0.5136078261849245,1.5671731863009561,0.18480001017451286,0.0,,,,,,,,,
299,scene0726_00,Single-View Conditional,be4d0602154df2ed,True,165,67,0.40606060606060607,0.05454545454545454,0.2909090909090909,1.5671731863009561,0.5136078261849245,1.5671731863009561,0.1221999991685152,0.0,,,,,,,,,
299,scene0726_00,CSMR,be4d0602154df2ed,True,165,67,0.40606060606060607,0.05454545454545454,0.2909090909090909,1.5671731863009561,0.5136078261849245,1.5671731863009561,0.09449999197386205,0.0,0.95,165,165,0.6018359128000408,0.75,0.5625,0.75,0.5625,0
300,scene0727_00,All,8d6386596e4beae8,False,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.0,6.347799993818626,,,,,,,,,
300,scene0727_00,Top-95%,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.018099992303177714,0.0,,,,,,,,,
300,scene0727_00,Random-95%-seed17,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.060200021835044026,0.0,,,,,,,,,
300,scene0727_00,Random-95%-seed29,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.023200002033263445,0.0,,,,,,,,,
300,scene0727_00,Random-95%-seed41,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.016900012269616127,0.0,,,,,,,,,
300,scene0727_00,Grid-RR,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.07329997606575489,0.0,,,,,,,,,
300,scene0727_00,4D-ANMS,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.15619999612681568,0.0,,,,,,,,,
300,scene0727_00,Unconditional Spatial,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.05880001117475331,0.0,,,,,,,,,
300,scene0727_00,Single-View Conditional,8d6386596e4beae8,True,14,7,0.5,0.0,0.0,102.93049058237325,74.43619650246278,102.93049058237325,0.089899986051023,0.0,,,,,,,,,
